PuzzleId,GameId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,OpeningTags
03puQ,2Ia1vjIj/black#40,3r4/p4kbp/b1B1pnp1/6B1/4N3/2p5/Pr3PPP/R1R3K1 b - - 1 20,d8c8 e4d6 f7g8 d6c8,942,83,100,89,['advantage' 'fork' 'middlegame' 'short'],
03pyC,1poJddyQ/black#40,3r2k1/p2bb1p1/2nq2P1/1p1p1p1Q/2pPpP2/P1P1P3/1P4P1/R1B1K2R b KQ - 0 20,e7f6 h5h8,1483,79,88,165,['master' 'mate' 'mateIn1' 'middlegame' 'oneMove'],
03pzC,hcCSccMI/black#66,4r1k1/1b4b1/5Np1/R5N1/3p3Q/3Pn2P/1P1q2BK/8 b - - 5 33,g7f6 h4h7 g8f8 h7f7,1066,82,95,136,['fork' 'mate' 'mateIn2' 'middlegame' 'short'],
03pzz,W9QrvAXt/black#68,1k1r4/ppp5/1b5p/8/1P2B3/P5pP/6P1/5R1K b - - 0 34,d8d4 f1f8 d4d8 f8d8,865,157,82,10,['endgame' 'mate' 'mateIn2' 'short'],
03q1Y,n4UYvYeb/black#12,r1b1kb1r/pp1ppppp/1qn2n2/8/3P1B2/5N2/PPPN1PPP/R2QKB1R b KQkq - 6 6,b6b2 d2c4 b2b4 c2c3 b4c3 f4d2,2520,79,93,4965,['advantage' 'defensiveMove' 'long' 'opening'],['Benoni_Defense' 'Benoni_Defense_Old_Benoni']
03qBo,dkjyEb9t#57,3r2k1/5p2/Q3pp1p/7q/1bB5/6P1/P4P1P/4R1K1 w - - 0 29,a6b6 b4a5 b6d8 a5d8,1971,77,93,488,['advantage' 'endgame' 'fork' 'short'],
03qCC,xeA6AmIP#37,r3r1k1/ppp3pp/8/3q1b2/8/7P/PPP2PP1/1K1R1B1R w - - 0 19,d1d5 e8e1 d5d1 e1d1,631,81,100,198,['endgame' 'mate' 'mateIn2' 'queensideAttack' 'short'],
03qGC,BfVl9JWD#79,2bk4/5R2/2P5/P3p3/2p2P2/2K5/2P2r2/8 w - - 0 40,c3c4 c8e6 c4d3 e6f7,1695,74,89,139,['crushing' 'endgame' 'fork' 'short'],
03qIE,inAHp4RL#63,7k/p5nB/1p2p1Q1/8/2P3pq/8/P4bPP/5R1K w - - 2 32,g6c2 g4g3 h2h3 h4h7,1860,75,92,2095,['advantage' 'endgame' 'short'],
03qIH,lDnKCrbf/black#114,8/4Kb2/p5k1/6Pp/4P2P/P1P5/8/8 b - - 6 57,g6g7 e4e5 f7c4 e5e6,1430,80,94,20688,['bishopEndgame' 'crushing' 'endgame' 'quietMove' 'short'],
03qMO,y7ZcOj2f/black#46,r6k/p5pp/2Q5/1p1p4/8/8/PqP2PPP/3R2K1 b - - 0 23,b2a2 c6a8,825,78,67,109,['backRankMate' 'endgame' 'hangingPiece' 'mate' 'mateIn1' 'oneMove'],
03qMy,0znJPQZ5/black#52,2r3k1/1r4pp/p3p3/Ppn1PpN1/2p4P/8/3R1PP1/3R2K1 b - - 1 26,h7h6 d2d8 c8d8 d1d8,937,88,57,51,['endgame' 'kingsideAttack' 'mate' 'mateIn2' 'short'],
03qOn,hukpVdvm#47,1r2r1k1/p4p2/6p1/6qp/2p1B1n1/P1P4Q/2P2PPP/3RRK2 w - - 4 24,f2f3 g4e3 e1e3 g5e3,940,77,86,509,['advantage' 'fork' 'middlegame' 'short'],
03qP1,2rSLai3s#53,3r2k1/1p4pp/p3p3/4B3/1n2P3/1P3P2/P3R1PP/6K1 w - - 5 27,a2a3 d8d1 g1f2 b4d3 f2g3 d3e5,1116,146,79,31,['crushing' 'endgame' 'fork' 'long'],
03qQI,nY0opscq/black#88,8/8/1p2p3/pP3k2/4Q3/3Rr3/1P5P/1K6 b - - 0 44,f5e4 d3e3 e4e3 h2h4 e3f4 b1c2 f4g4 c2d3,2642,83,93,551,['crushing' 'defensiveMove' 'endgame' 'quietMove' 'rookEndgame' 'veryLong'],
03qRN,nOJDHkci/black#74,3r2k1/2P2p2/6p1/1q5p/3pR3/2p3PP/P1Q4K/8 b - - 0 37,d8e8 c2b3 b5c6 e4e8 c6e8 b3b8,2256,80,84,64,['crushing' 'endgame' 'long'],
03qRi,n2I6reHl#73,8/8/4p1p1/R2b3p/P1p5/2Pk4/5PPP/5K2 w - - 1 37,a5d5 e6d5 a4a5 d5d4 f1e1 d3c3 a5a6 c3c2 a6a7 d4d3,2450,93,88,1692,['crushing' 'endgame' 'hangingPiece' 'veryLong'],
03qSg,rGGCJKXp/black#82,8/R7/pp1nk2P/2p1p3/P7/2P5/4r1P1/6K1 b - - 1 41,a6a5 h6h7 e2e1 g1h2 d6f7 a7f7 e6f7 h7h8q,1707,75,97,3251,['advancedPawn' 'crushing' 'endgame' 'promotion' 'veryLong'],
03qSh,HcsK0EXh/black#38,r2q1r1k/3n1b1p/p2b1p2/8/3P2QN/2P3PP/P4PB1/R4RK1 b - - 2 19,a8c8 h4f5 f7g6 f5d6,1469,76,89,120,['crushing' 'middlegame' 'short'],['Kings_Indian_Attack' 'Kings_Indian_Attack_Other_variations']
03qVb,OSWK74RQ#47,r5k1/pbpq4/1p1p3p/5rp1/3B3P/2PR2Q1/PP4P1/4R1K1 w - - 1 24,h4g5 f5g5 d4f6 g5g3,1205,75,77,684,['advantage' 'middlegame' 'short'],
03qYg,XOG4UaqO/black#46,3rk2r/pQ1Nbppp/2p1p3/8/2P5/7P/q4PP1/3R1RK1 b k - 0 23,a2c4 d7e5 c4f1 d1f1,1863,75,90,298,['crushing' 'middlegame' 'short'],
03qbJ,phREnKjm/black#54,1k5r/ppqR2bp/4Q1p1/5p2/8/2n5/PpP2PPP/1R4K1 b - - 4 27,c7c6 e6c6 b7c6 b1b2 b8a8 d7g7,1956,77,92,375,['advantage' 'long' 'middlegame'],
03qeA,9klerUJh/black#74,6k1/6p1/7p/1p2P3/2p5/7P/1P1rRKP1/8 b - - 2 37,d2e2 f2e2 g8f7 e2e3 f7e7 e3e4 e7e6 e4d4,2708,85,88,324,['crushing' 'endgame' 'veryLong' 'zugzwang'],
03qeB,2YxsTyk6#27,r3k2r/1p2ppbp/1qn1b3/1B3p2/PQ6/4P3/3P1PPP/RN2K1NR w KQkq - 1 14,b5c6 b6c6 g1e2 g7a1,1621,75,95,6080,['advantage' 'middlegame' 'short'],['Polish_Opening' 'Polish_Opening_Outflank_Variation']
03qeC,T3YZ3dvr#51,4Qnk1/2p2p2/1p1q3p/4B1p1/4P2P/8/PP3PP1/5rK1 w - - 0 26,g1f1 d6d1,1389,364,71,18,['endgame' 'mate' 'mateIn1' 'oneMove'],
03qvn,yZpTWOeJ/black#44,r4r1k/pb1nq1pp/1p6/2pBPp2/3n1N2/B1P3P1/P1Q2PK1/R4R2 b - - 1 22,d4c2 f4g6 h7g6 f1h1 e7h4 h1h4,1577,100,63,40,"['kingsideAttack' 'long' 'mate' 'mateIn3' 'middlegame' 'pillsburysMate'
 'sacrifice']",
03qyI,N3E58pq9#73,4Bk2/p6p/4pp2/2P3p1/4P3/5P2/5KPP/3rB3 w - - 4 37,f2e2 d1e1 e2e1 f8e8,1390,84,76,45,['advantage' 'endgame' 'short'],
03r0J,U2QnxfcG#63,4r1rk/2R1B1bp/2B3p1/8/p4P2/Pb5P/2K3P1/7R w - - 1 32,c2c1 e8c8 e7d6 c8c7 d6c7 g8c8,2218,82,91,2836,['advantage' 'clearance' 'long' 'middlegame' 'pin'],
03r1E,dCymrg5v#19,r3kb1r/ppp1qp1p/2n4p/4p3/8/4PN1P/PPP2PP1/R2QKB1R w KQkq - 0 10,f1b5 e7b4 f3d2 b4b5,1014,76,100,111,['advantage' 'fork' 'middlegame' 'short'],['Englund_Gambit' 'Englund_Gambit_Hartlaub-Charlick_Gambit']
03r25,Rpl6rnnP#41,3r2k1/1pp2pp1/2p2n1p/p3pQ2/1P2P1N1/P2r4/5PPP/q4RK1 w - - 0 21,f1a1 d3d1 a1d1 d8d1,569,89,81,221,['backRankMate' 'endgame' 'mate' 'mateIn2' 'short'],
03r2M,zpWnAWEx#51,3r4/pp4p1/k1p1p1Qp/2P1B3/1P6/4bPPq/P6P/R4R1K w - - 1 26,a1d1 d8d2 b4b5 c6b5 g6e6 h3e6,2204,81,90,163,['crushing' 'long' 'middlegame'],
03r44,6mOS6DT8/black#22,r1b1k2r/ppp2ppp/5q2/8/1b1P4/8/PP1B1PPP/R2QKB1R b KQkq - 3 11,f6d4 d1a4 c8d7 a4b4 d4b4 d2b4,1649,75,91,378,['advantage' 'long' 'middlegame'],['French_Defense' 'French_Defense_Tarrasch_Variation']
03r4O,zGMjoz2r/black#90,6k1/7p/4p1p1/6P1/5R1P/4rp1B/PP5K/3r4 b - - 1 45,e6e5 h3e6 g8g7 f4f7,923,77,89,289,['crushing' 'endgame' 'short'],
03r58,d2mw4Oqe#47,r4r1k/pQ4pp/8/P3N3/1P5n/2P3Nb/4Bq1P/R3R2K w - - 1 24,e5g4 h3g2 b7g2 f2g2,1505,76,94,1760,['fork' 'mate' 'mateIn2' 'middlegame' 'short'],
03r6C,uHjdGCB9#73,8/p7/8/4k2p/1p4pP/4K1P1/PP6/8 w - - 0 37,a2a4 b4a3 b2a3 a7a6,2397,84,86,64,"['crushing' 'defensiveMove' 'enPassant' 'endgame' 'master' 'pawnEndgame'
 'short' 'zugzwang']",
03r6k,6Wv99dDI/black#70,8/5p2/2r3k1/p1P5/5PP1/r3B2P/4K3/2R5 b - - 0 35,c6e6 f4f5 g6f6 f5e6,881,80,100,255,['crushing' 'endgame' 'fork' 'short'],
03r8Y,ZuhvTyJw#69,8/p1p3rk/1p2p2p/4Q3/5P2/2P2b1K/P1P5/8 w - - 21 35,e5e6 f3g4 e6g4 g7g4 h3g4 h7g6,1377,74,100,569,['crushing' 'defensiveMove' 'endgame' 'fork' 'long'],
03r91,9boVHO0k/black#64,r3q1k1/3b1p2/3p2pQ/2pPr3/1pP1P1P1/4B2P/P5B1/5R1K b - - 0 32,e5e4 e3g5 e8e5 g5f6 e5f6 f1f6,2213,75,93,4335,['crushing' 'long' 'middlegame' 'quietMove'],
03r9U,h9aygpDI#43,r1b2rk1/1pP3pp/3p4/3Pp3/1B2P2q/P2Q1p1P/1P3PP1/2R2RK1 w - - 0 22,b4d6 c8h3 d6e5 f3g2,2742,99,84,225,['advancedPawn' 'advantage' 'middlegame' 'short'],
03rA7,QQNdHsR0/black#78,8/7p/p4ppk/3q4/5Q2/1P5P/6PK/8 b - - 3 39,g6g5 f4f6 h6h5 g2g4 h5h4 f6f2,1127,79,62,61,['endgame' 'long' 'master' 'mate' 'mateIn3' 'queenEndgame'],
03rAR,P8QgcLOi#75,b6r/4Q1p1/p3p1k1/2p2p1p/5Rq1/P5BK/1P5P/8 w - - 2 38,f4g4 h5g4,1174,88,93,405,"['discoveredCheck' 'doubleCheck' 'endgame' 'mate' 'mateIn1' 'oneMove'
 'pillsburysMate']",
03rAq,ZMLRwcwx/black#82,8/8/4p3/1pPp1k1p/p1p4P/P1P1PK2/1P6/8 b - - 0 41,e6e5 e3e4 d5e4 f3e3,2039,76,92,1367,['crushing' 'endgame' 'pawnEndgame' 'short'],
03rAw,nlohACEO#37,r5k1/pb4pp/1p1qpr2/2p1Rp2/2PP1P2/3B1P2/P3Q1PP/R5K1 w - - 1 19,d4c5 d6d4 e2e3 d4a1,1365,85,87,133,['advantage' 'fork' 'master' 'middlegame' 'short'],
03rBl,mjcE5Dns/black#36,r2q4/ppp3p1/2nk3r/2p1p3/4P1Q1/2NP2P1/PPP5/R4RK1 b - - 3 18,d8e7 c3b5,1003,76,100,344,['mate' 'mateIn1' 'middlegame' 'oneMove'],['Petrovs_Defense' 'Petrovs_Defense_Other_variations']
03rC2,DvuKOssW/black#66,6r1/pk5r/3p4/5p2/1R2p2p/4P1P1/PP3PK1/7R b - - 1 33,b7c7 h1c1 c7d7 b4b7 d7e6 b7h7,1067,86,93,535,['crushing' 'endgame' 'long' 'rookEndgame' 'skewer'],
03rGf,yWXCWAq4#133,8/1p4P1/4K3/p7/P7/8/3kp3/5rR1 w - - 1 67,g7g8q e2e1q e6d6 f1g1,1620,75,92,407,['advancedPawn' 'crushing' 'endgame' 'promotion' 'short'],
03rKZ,CTJcJbEW/black#72,8/1p5p/4k3/3p1p2/p1pP1P2/2P3KP/PP6/8 b - - 1 36,b7b5 g3h4 e6f6 h4h5 b5b4 a2a3,2433,108,87,776,['crushing' 'endgame' 'long' 'pawnEndgame'],
03rLX,VRLz5wV8#45,4r1k1/pppq2p1/3p4/3P1p2/3brNn1/3Q2PB/PP4K1/R1B2R2 w - - 2 23,f4e6 e8e6 h3g4 f5g4,2201,83,89,285,['advantage' 'middlegame' 'short'],
03rNF,2GH2rpGu/black#54,3rr1k1/pp3pp1/1b5p/3pB2Q/q2Nn3/P1P2N1P/1P2RPP1/6K1 b - - 6 27,e4g5 f3g5 a4d7 g5f3,1993,94,86,34,['advantage' 'defensiveMove' 'middlegame' 'short'],
03rOg,J6eda0aO/black#104,8/1k5p/2p3p1/1p6/1P6/3N1PPP/1r6/5K2 b - - 3 52,b2b3 d3c5 b7c8 c5b3,591,92,79,92,['crushing' 'endgame' 'fork' 'short'],
03rQC,KZfuRokC/black#30,r2q1rk1/p1pnbppp/3p4/1p2P3/4P1b1/1PP2NP1/P4PBP/R1BRQ1K1 b - - 0 15,d7e5 f3e5 d6e5 d1d8,1029,82,94,2000,['crushing' 'opening' 'short'],['Kings_Knight_Opening' 'Kings_Knight_Opening_Konstantinopolsky']
03rS2,Nv92uT6X/black#22,r4rk1/pp2bppp/1qn1pn2/3pN3/2pP1Bb1/2P1P3/PP1NBPPP/R1Q1R1K1 b - - 5 11,c6e5 d4e5 g4e2 e5f6 e7f6 e1e2,1758,74,96,3369,['crushing' 'long' 'middlegame'],['Indian_Defense' 'Indian_Defense_Other_variations']
03rSW,o97foO1S#53,2br3k/p3R1pp/1bp5/8/2BnP3/2N3B1/P2K2PP/8 w - - 5 27,g3e5 d4f5 d2c2 f5e7,1351,75,99,1958,"['advantage' 'discoveredAttack' 'discoveredCheck' 'master' 'middlegame'
 'short']",
03rTq,lbsb0f0t#67,4Q3/2p3pk/1p1r4/pP1Pp3/P3Pp1p/2N2b1q/5PRN/6RK w - - 0 34,e8e5 d6g6 e5h5 f3h5,1839,75,93,2249,['advantage' 'middlegame' 'pin' 'short'],
03rY6,wnALhQBo/black#54,4r1k1/1p3bpp/2pp4/1P1N1P2/2P1n3/4q3/1B4QP/5R1K b - - 1 27,c6d5 g2g7,1100,193,54,12,['mate' 'mateIn1' 'middlegame' 'oneMove'],
03rZM,KoQmMvej/black#80,4rr1k/pp3qp1/2p4p/8/3P1pQ1/3P3R/6PP/5R1K b - - 1 40,e8e3 h3e3 f4e3 f1f7,1514,75,85,340,['advantage' 'endgame' 'master' 'short'],
03rZU,OCQyv9Na#59,6k1/2NB4/p2Q2pp/1p4b1/1n2P3/1Pq5/P4r1P/1K1R4 w - - 0 30,d7e6 g8h8 d6d4 c3d4,2077,75,92,1435,['crushing' 'defensiveMove' 'master' 'middlegame' 'short'],
03rbu,1daeCbkM#83,8/8/4k3/N3P3/1P1K1pPp/5P2/8/8 w - - 1 42,a5c4 h4h3 c4b2 h3h2 b2d3 h2h1q,644,88,100,98,['advancedPawn' 'advantage' 'endgame' 'knightEndgame' 'long' 'promotion'],
03reU,qYuS2MoR/black#60,1k1q4/1p2bp1R/p5p1/2prP3/2N3P1/1P3Q2/PK3P2/8 b - - 0 30,b7b5 c4d6 d5d2 b2c1 e7d6 c1d2,2509,99,90,286,['advantage' 'defensiveMove' 'endgame' 'long'],
03rfy,0bQOCnI2#81,4r1k1/p4pp1/8/2RKb2Q/q2P4/2R1P3/8/8 w - - 0 41,d4e5 e8d8,1421,75,99,2104,['endgame' 'mate' 'mateIn1' 'oneMove'],
03rid,TR7gulEL#55,1r2r1k1/pp2qp2/2p1n2Q/2P3p1/6Pp/5B1P/P3PPK1/1R5R w - - 0 28,f3e4 e6f4 g2h2 e7e4,798,93,94,436,['crushing' 'discoveredAttack' 'middlegame' 'short'],
03rlt,gKfrkV8O/black#78,8/pp6/2p4N/4k3/PPP3p1/3B1p2/6rP/4K3 b - - 0 39,g2h2 h6g4 e5d4 g4h2,1038,103,93,112,['endgame' 'equality' 'fork' 'short'],
03rnK,l9Keuuw1#49,1r1q1r2/2p2ppk/p1p4p/4p2Q/4Pn1P/1P1PN3/P1P3P1/R4R1K w - - 3 25,h5e5 d8h4 h1g1 f4e2,1181,77,92,518,['kingsideAttack' 'mate' 'mateIn2' 'middlegame' 'short'],
03rqx,YEpSOHrM/black#136,8/8/8/1p1PKp2/8/2k5/p7/Rb6 b - - 0 68,c3b2 a1a2 b1a2 d5d6 a2c4 d6d7,1707,75,95,547,['advancedPawn' 'crushing' 'endgame' 'long' 'sacrifice'],
03ru3,wHwygJW2/black#36,r4rk1/ppp2ppp/1b6/1Nq5/7R/3Q4/PPP3PP/R6K b - - 0 18,c5e5 d3h7,831,106,96,643,['kingsideAttack' 'mate' 'mateIn1' 'middlegame' 'oneMove'],['Vienna_Game' 'Vienna_Game_Vienna_Gambit']
03rxc,vizA4Zcv/black#40,2r2rk1/1p1B2bp/pB1ppnp1/P7/2q1P1P1/2NQ1P2/1PP5/R3K2R b KQ - 0 20,c4d3 d7e6 g8h8 c2d3,1788,73,87,720,['crushing' 'fork' 'intermezzo' 'middlegame' 'short'],
03s45,8b989a18/black#84,8/5ppp/4p3/3kPP2/1p4P1/1P2K2P/8/8 b - - 5 42,f7f6 e5f6 g7f6 f5e6 d5e6 e3d4,2471,97,90,489,['crushing' 'defensiveMove' 'endgame' 'long' 'pawnEndgame'],
03s5N,AmKUi9Qb#65,6k1/pp3p1p/3p4/4pR2/2P1P1rq/P2Q3P/2P2b1K/3R4 w - - 0 33,d3f3 g4g3 f5h5 g3f3 h5h4 f2h4,2173,83,64,30,['crushing' 'endgame' 'long'],
03s6P,0weYhnY8#49,B4rk1/p1p2ppp/2p5/8/4p2q/4Bb2/PPP3Q1/RN4K1 w - - 4 25,g2h2 h4e1,1079,87,95,103,['mate' 'mateIn1' 'middlegame' 'oneMove'],
03s9M,btLWUS9N/black#52,4r2k/p1pP2pp/8/5p1Q/8/6PP/P1P2qBK/8 b - - 2 26,e8d8 h5e8 d8e8 d7e8q,887,82,76,84,"['advancedPawn' 'backRankMate' 'endgame' 'mate' 'mateIn2' 'promotion'
 'short']",
03sAP,toN7NSMH/black#46,k2r3r/R7/2p3Qp/2q5/4P3/P1b5/2p3PP/1R5K b - - 0 23,c5a7 g6c6 a7b7 c6b7,1266,78,90,78,['endgame' 'fork' 'mate' 'mateIn2' 'short'],
03sAX,AHzmXLQF/black#30,r2qr1k1/pb2bppN/2p1p3/1p1pN3/3P1P2/2P1P1n1/PP4PP/R2Q1RK1 b - - 0 15,g3e4 d1h5 g7g6 e5g6 f7g6 h5g6,1651,74,88,1170,['advantage' 'kingsideAttack' 'long' 'middlegame'],['Queens_Pawn_Game' 'Queens_Pawn_Game_Accelerated_London_System']
03sAx,d0ofnTuB#53,7k/p4prp/3q1p2/1pbppP2/7Q/1B1P1R1P/PPP3P1/7K w - - 0 27,f3g3 c5f2 g3g7 f2h4,1686,73,95,21511,['crushing' 'endgame' 'short'],
03sBK,QNVILkwd/black#56,r2r2k1/2R3p1/5pNp/p4N2/Pn2P3/7P/1P4P1/6K1 b - - 3 28,g8h7 c7g7,880,80,100,275,['endgame' 'mate' 'mateIn1' 'oneMove'],
03sEM,0QPTOQOT/black#42,r2q1rk1/1p1n1ppp/p7/3N4/3Q1B2/3b1N1P/PP4P1/R5K1 b - - 1 21,d3g6 f4c7 d8e8 a1e1 e8e1 f3e1,2029,74,88,148,['advantage' 'long' 'middlegame'],
03sFR,2yqCuZsA/black#40,Qnkr3r/1ppb4/1P1p1q1p/4p1pB/1P2Pn2/2PP4/5PPP/R3NRK1 b - - 0 20,c7b6 a1a7 d7c6 b4b5,1930,77,92,1376,['advantage' 'middlegame' 'short'],
03sFl,r4IFexvd/black#32,r1b2rk1/1p3ppp/p3p3/3p4/3Q4/3B4/PPq2PPP/1R3RK1 b - - 1 16,c2d2 d3h7 g8h7 d4d2,1059,90,93,1634,['advantage' 'discoveredAttack' 'middlegame' 'short'],['Sicilian_Defense' 'Sicilian_Defense_Taimanov_Variation']
03sIt,lzrRUohr/black#54,6k1/3Q2p1/p3p2p/1ppb1p2/4n2P/P1P2BB1/1P3PPK/2q5 b - - 2 27,f5f4 d7e8 g8h7 f3h5 f4g3 f2g3,2347,97,90,304,['crushing' 'endgame' 'long' 'quietMove' 'sacrifice'],
03sKG,fuFeHpn0/black#124,8/8/3KR3/1p3pP1/2k2P2/6n1/4r3/8 b - - 6 62,b5b4 e6e2 g3e2 g5g6 c4c3 g6g7 b4b3 g7g8q,1104,82,91,4092,['advancedPawn' 'crushing' 'endgame' 'promotion' 'veryLong'],
03sLd,ymLWI80v/black#52,3rrnk1/pb6/1p2pQp1/2p3N1/q1P5/8/P4PP1/R3RBK1 b - - 3 26,a4d7 a1d1 d7c7 d1d8,1921,88,87,29,['crushing' 'master' 'masterVsMaster' 'middlegame' 'short'],
03sNB,eKobz225/black#48,r4rk1/1p2bp1q/p1n1p3/6B1/3P1Q2/P2R4/1P3PPP/R5K1 b - - 0 24,e7g5 f4g5 h7g6 g5d2,2352,83,77,47,['advantage' 'defensiveMove' 'middlegame' 'short'],
03sTE,sYKEcSdu/black#44,3r2k1/p2Q1ppp/1p2p3/3p4/3P4/P3P2P/1P3PP1/2R3K1 b - - 0 22,d8d7 c1c8 d7d8 c8d8,462,107,84,464,['backRankMate' 'endgame' 'mate' 'mateIn2' 'rookEndgame' 'short'],
03sY1,b3TfEWUL#47,r1b1Q3/6bk/p2p3p/1pnPP3/2p5/6N1/PP1q2PP/1R3RK1 w - - 0 24,g3h5 c8h3 h5f6 g7f6 e8f7 f6g7,1995,78,70,71,['crushing' 'long' 'middlegame'],
03say,ZCoAGeKE/black#108,r5k1/3K1p2/1PN3p1/6bp/2R5/8/8/8 b - - 0 54,h5h4 b6b7 a8f8 c6e7 g8g7 e7c8,2313,103,72,45,['advancedPawn' 'crushing' 'defensiveMove' 'endgame' 'long'],
03sgq,Ce8zE4dw#57,6k1/b3q2p/p1Rrp1p1/1p3p2/1P2BP2/P3PQ2/5P1P/6K1 w - - 0 29,e4c2 e7b7 c6d6 b7f3,1883,96,79,29,['advantage' 'endgame' 'short'],
03sho,ylziBnzp#17,r1b1k2r/ppppqppp/8/4n3/1bP5/1P5P/P2NPPP1/R2QKBNR w KQkq - 3 9,g1f3 e5d3,1411,83,83,632,['mate' 'mateIn1' 'oneMove' 'opening' 'pin' 'smotheredMate'],['Indian_Defense' 'Indian_Defense_Budapest_Defense']
03shw,CbSAtB2c#19,rnb2rk1/pp2ppbp/3p2p1/q1pP4/4nB2/1PN1P3/P1PQNPPP/2KR1B1R w - - 8 10,c3e4 a5a3 c1b1 a3b2,1271,82,93,1605,['mate' 'mateIn2' 'opening' 'queensideAttack' 'short'],['Indian_Defense' 'Indian_Defense_Other_variations']
03slg,ulM8ZzHV/black#14,rnbq1bkr/pppnp1pp/8/7Q/2B5/8/PPPP1PPP/RNB1K2R b KQ - 3 7,e7e6 c4e6,812,92,97,1056,['kingsideAttack' 'mate' 'mateIn1' 'oneMove' 'opening'],['Pirc_Defense' 'Pirc_Defense_Other_variations']
03soq,AMxlmt5Q/black#68,8/p5pp/1p3p2/3Pk3/3pP2P/PP1K2P1/8/8 b - - 0 34,b6b5 g3g4 g7g6 g4g5 f6f5 e4f5,2667,91,88,176,['crushing' 'endgame' 'long' 'pawnEndgame' 'quietMove'],
03spI,DcZGvSBQ/black#72,5r1k/7p/7P/4pN2/1pP2qP1/rP1Q4/5P2/1K1R4 b - - 3 36,f8a8 d3d8 a8d8 d1d8,575,88,100,312,['endgame' 'master' 'mate' 'mateIn2' 'sacrifice' 'short'],
03sqt,H577hogb/black#88,2b5/3q1r1k/5B2/3BPP2/p4Q1p/P6P/7K/8 b - - 0 44,d7d5 f4h4 h7g8 h4h8,863,79,89,495,['endgame' 'mate' 'mateIn2' 'short'],
03ssN,Y9EhgMcM#63,8/Q5p1/P2Pbqkp/8/R2b4/8/3r1PPP/5RK1 w - - 1 32,a7e7 f6f2 f1f2 d2d1,1524,76,92,837,['mate' 'mateIn2' 'middlegame' 'pin' 'sacrifice' 'short'],
03st4,m0y01AYd/black#40,r1b2r2/pp1p1p2/2n2q1k/3p2p1/5PP1/3B3Q/PPP4P/2KR3R b - - 1 20,h6g7 h3h7,678,99,81,169,['mate' 'mateIn1' 'middlegame' 'oneMove'],
03t1T,VH1cpyby#59,5rk1/1b5p/8/3p4/pP4p1/P2nP1P1/2NN2K1/1R6 w - - 0 30,c2d4 f8f2 g2g1 f2d2,957,76,89,606,['crushing' 'endgame' 'fork' 'short'],
03t41,2ut49bYJ/black#36,r2r2k1/3n1ppp/p2QN3/6q1/4b3/8/PPP1N1PP/1K1R3R b - - 0 18,f7e6 d6e6 g8h8 e6e4,1087,77,94,2498,['advantage' 'fork' 'middlegame' 'short'],['Sicilian_Defense' 'Sicilian_Defense_Najdorf_Variation']
03t4A,c6zOJZmQ/black#42,r3r1k1/pb3pp1/1p1q2np/2pP4/7N/3Q3P/PPB2PP1/3R1RK1 b - - 1 21,g6h4 d3h7 g8f8 h7h8 f8e7 f1e1,1639,195,100,10,['advantage' 'kingsideAttack' 'long' 'middlegame'],
03t5I,N6E1SA8h/black#38,rn4k1/p4ppp/1ppQ1n2/3ppq2/3P4/2P1P3/PP3PPP/R4RK1 b - - 5 19,e5e4 d6d8 f6e8 d8e8,840,88,83,57,['kingsideAttack' 'mate' 'mateIn2' 'middlegame' 'short'],['Queens_Pawn_Game' 'Queens_Pawn_Game_Mason_Variation']
03tA7,0M8rPTm7/black#30,r1bq1k1r/p2p1pb1/2B3pp/2p1Pp2/5B1P/2P2N2/PP1Q1PP1/R3K2R b KQ - 0 15,d7c6 d2d8,553,102,79,182,['hangingPiece' 'master' 'mate' 'mateIn1' 'middlegame' 'oneMove'],['Pterodactyl_Defense' 'Pterodactyl_Defense_Eastern']
03tAy,7A1yPK6S/black#74,8/6p1/p7/K6p/2pk4/P7/1P4PP/8 b - - 5 37,d4d3 a5a6 d3c2 a6b5 c2b2 b5c4,2066,85,75,34,['advantage' 'endgame' 'long' 'pawnEndgame'],
03tCg,k980ayRN#55,2r2rk1/1p3pqp/p1n3p1/3p2N1/3P1PR1/P2Q3P/1P4P1/2R3K1 w - - 1 28,f4f5 c6e5 d4e5 c8c1 g1h2 g7e5,1908,76,93,4259,['crushing' 'discoveredAttack' 'long' 'middlegame'],
03tCw,V670BFTY/black#68,4r2k/3Q2pp/2pq2p1/p3p3/Pp1pP3/1P1P1R2/2P5/1K3R2 b - - 1 34,d6d7 f3f8 e8f8 f1f8,451,111,87,517,['backRankMate' 'endgame' 'mate' 'mateIn2' 'queenRookEndgame' 'short'],
03tGF,QSqsEMT4#57,r4r1k/6p1/3pQ2p/4p1b1/qP2P1P1/2P2P1P/1B6/1K1R1R2 w - - 4 29,d1d6 f8f6 e6d5 f6d6 d5d6 a4a2,2431,99,90,2179,['advantage' 'long' 'middlegame'],
03tOe,e2kCjyhL#55,r4rk1/p5pp/8/3R1pN1/P4n2/8/5PPP/R5K1 w - - 4 28,d5d4 f4e2 g1f1 e2d4,795,103,85,643,['crushing' 'endgame' 'fork' 'short'],
